split,tensor_index,source_index,binary_label,attack_name,true_label,clean_prediction,adversarial_prediction,clean_correct,attack_success,linf,l2
train,1303,39558,1,cw,5,5,3,True,True,0.00499996542930603,0.16792337596416473
train,1304,13951,1,pgd,0,0,2,True,True,0.03137260675430298,1.3647786378860474
train,1305,27764,1,fgsm,2,2,4,True,True,0.03137257695198059,1.7280373573303223
train,1306,36110,1,pgd,6,6,3,True,True,0.03137257695198059,1.3726094961166382
train,1307,3020,1,cw,1,1,9,True,True,0.015002131462097168,0.4375210702419281
train,1308,40238,1,pgd,7,7,5,True,True,0.03137260675430298,1.3461189270019531
train,1309,12596,1,pgd,6,6,2,True,True,0.03137260675430298,1.4047750234603882
train,1310,41519,1,fgsm,1,1,9,True,True,0.03137260675430298,1.7319973707199097
train,1311,15669,1,fgsm,1,1,8,True,True,0.03137260675430298,1.7283798456192017
train,1312,27654,0,clean,9,9,9,True,False,0.0,0.0
train,1313,18380,0,clean,6,6,6,True,False,0.0,0.0
train,1314,35603,0,clean,0,0,0,True,False,0.0,0.0
train,1315,31569,0,clean,7,7,7,True,False,0.0,0.0
train,1316,42443,0,clean,1,1,1,True,False,0.0,0.0
train,1317,10369,0,clean,8,8,8,True,False,0.0,0.0
train,1318,47724,0,clean,7,7,7,True,False,0.0,0.0
train,1319,38896,0,clean,5,5,5,True,False,0.0,0.0
train,1320,2232,0,clean,8,8,8,True,False,0.0,0.0
train,1321,5072,0,clean,3,3,3,True,False,0.0,0.0
train,1322,420,0,clean,4,4,4,True,False,0.0,0.0
train,1323,5342,0,clean,4,4,4,True,False,0.0,0.0
train,1324,5852,0,clean,0,0,0,True,False,0.0,0.0
train,1325,35660,0,clean,5,5,5,True,False,0.0,0.0
train,1326,5370,0,clean,2,2,2,True,False,0.0,0.0
train,1327,4146,0,clean,3,3,3,True,False,0.0,0.0
train,1328,27654,1,pgd,9,9,8,True,True,0.03137260675430298,1.4269129037857056
train,1329,18380,1,cw,6,6,5,True,True,0.01000639796257019,0.41017335653305054
train,1330,35603,1,fgsm,0,0,2,True,True,0.03137260675430298,1.7388430833816528
train,1331,31569,1,fgsm,7,7,4,True,True,0.03137260675430298,1.737051248550415
train,1332,42443,1,fgsm,1,1,9,True,True,0.03137260675430298,1.6531352996826172
train,1333,10369,1,fgsm,8,8,0,True,True,0.03137260675430298,1.7388430833816528
train,1334,47724,1,pgd,7,7,3,True,True,0.03137260675430298,1.3509272336959839
train,1335,38896,1,fgsm,5,5,3,True,True,0.03137260675430298,1.7364667654037476
train,1336,2232,1,pgd,8,8,0,True,True,0.03137257695198059,1.3106886148452759
train,1337,5072,1,pgd,3,3,6,True,True,0.03137257695198059,1.4703716039657593
train,1338,420,1,cw,4,4,3,True,True,0.00499996542930603,0.2630099952220917
train,1339,5342,1,cw,4,4,3,True,True,0.01000639796257019,0.4376240372657776
train,1340,5852,1,fgsm,0,0,7,True,True,0.03137260675430298,1.7388430833816528
train,1341,35660,1,cw,5,5,3,True,True,0.00499996542930603,0.22692376375198364
train,1342,5370,1,fgsm,2,2,2,True,False,0.03137260675430298,1.489194631576538
train,1343,4146,1,fgsm,3,3,5,True,True,0.03137257695198059,1.7388430833816528
train,1344,29133,0,clean,1,1,1,True,False,0.0,0.0
train,1345,14517,0,clean,7,7,7,True,False,0.0,0.0
train,1346,33487,0,clean,9,9,9,True,False,0.0,0.0
train,1347,42989,0,clean,5,5,5,True,False,0.0,0.0
train,1348,23139,0,clean,1,1,1,True,False,0.0,0.0
train,1349,18498,0,clean,9,9,9,True,False,0.0,0.0
train,1350,21081,0,clean,4,4,4,True,False,0.0,0.0
train,1351,12445,0,clean,6,6,6,True,False,0.0,0.0
train,1352,36255,0,clean,8,8,8,True,False,0.0,0.0
train,1353,19403,0,clean,6,6,6,True,False,0.0,0.0
train,1354,17354,0,clean,5,5,5,True,False,0.0,0.0
train,1355,15011,0,clean,8,8,8,True,False,0.0,0.0
train,1356,14492,0,clean,4,4,4,True,False,0.0,0.0
train,1357,30795,0,clean,2,2,2,True,False,0.0,0.0
train,1358,49849,0,clean,1,1,1,True,False,0.0,0.0
train,1359,36099,0,clean,9,9,9,True,False,0.0,0.0
train,1360,29133,1,fgsm,1,1,9,True,True,0.03137257695198059,1.7248750925064087
train,1361,14517,1,pgd,7,7,5,True,True,0.03137260675430298,1.381260633468628
train,1362,33487,1,pgd,9,9,2,True,True,0.03137260675430298,1.3765267133712769
train,1363,42989,1,pgd,5,5,6,True,True,0.03137260675430298,1.355539321899414
train,1364,23139,1,cw,1,1,9,True,True,0.00499996542930603,0.17423667013645172
train,1365,18498,1,cw,9,9,1,True,True,0.0200330913066864,0.7454187870025635
train,1366,21081,1,fgsm,4,4,2,True,True,0.03137257695198059,1.7388430833816528
train,1367,12445,1,cw,6,6,3,True,True,0.00499996542930603,0.23334328830242157
train,1368,36255,1,cw,8,8,9,True,True,0.010006040334701538,0.319850355386734
train,1369,19403,1,cw,6,6,4,True,True,0.01000562310218811,0.36517348885536194
train,1370,17354,1,fgsm,5,5,4,True,True,0.03137260675430298,1.5968586206436157
train,1371,15011,1,cw,8,8,0,True,True,0.010005325078964233,0.3557940721511841
train,1372,14492,1,cw,4,4,7,True,True,0.00499996542930603,0.2425941526889801
train,1373,30795,1,fgsm,2,2,3,True,True,0.03137260675430298,1.7381575107574463
train,1374,49849,1,fgsm,1,1,9,True,True,0.03137260675430298,1.7236486673355103
train,1375,36099,1,pgd,9,9,7,True,True,0.03137260675430298,1.2976912260055542
train,1376,44614,0,clean,4,4,4,True,False,0.0,0.0
train,1377,45667,0,clean,3,3,3,True,False,0.0,0.0
train,1378,18989,0,clean,9,9,9,True,False,0.0,0.0
train,1379,27611,0,clean,6,6,6,True,False,0.0,0.0
train,1380,37876,0,clean,5,5,5,True,False,0.0,0.0
train,1381,37815,0,clean,5,5,5,True,False,0.0,0.0
train,1382,18451,0,clean,0,0,0,True,False,0.0,0.0
train,1383,24852,0,clean,6,6,6,True,False,0.0,0.0
train,1384,12222,0,clean,6,6,6,True,False,0.0,0.0
train,1385,12287,0,clean,2,2,2,True,False,0.0,0.0
train,1386,4919,0,clean,0,0,0,True,False,0.0,0.0
train,1387,20399,0,clean,7,7,7,True,False,0.0,0.0
train,1388,36885,0,clean,2,2,2,True,False,0.0,0.0
train,1389,49270,0,clean,7,7,7,True,False,0.0,0.0
train,1390,29080,0,clean,6,6,6,True,False,0.0,0.0
train,1391,44582,0,clean,0,0,0,True,False,0.0,0.0
train,1392,44614,1,cw,4,4,3,True,True,0.010006427764892578,0.38965046405792236
train,1393,45667,1,pgd,3,3,4,True,True,0.03137257695198059,1.381535530090332
train,1394,18989,1,fgsm,9,9,9,True,False,0.03137260675430298,1.7168455123901367
train,1395,27611,1,pgd,6,6,4,True,True,0.03137257695198059,1.4478751420974731
train,1396,37876,1,cw,5,5,3,True,True,0.00499996542930603,0.22140786051750183
train,1397,37815,1,cw,5,5,4,True,True,0.00499996542930603,0.24040743708610535
train,1398,18451,1,cw,0,0,8,True,True,0.01000639796257019,0.4162101149559021
train,1399,24852,1,pgd,6,6,3,True,True,0.03137257695198059,1.3053945302963257
train,1400,12222,1,cw,6,6,9,True,True,0.04132971167564392,0.585352897644043
train,1401,12287,1,pgd,2,2,5,True,True,0.03137260675430298,1.3205723762512207
train,1402,4919,1,cw,0,0,2,True,True,0.00499996542930603,0.22780099511146545
train,1403,20399,1,pgd,7,7,4,True,True,0.03137260675430298,1.4003642797470093
train,1404,36885,1,pgd,2,2,4,True,True,0.03137260675430298,1.3653380870819092
train,1405,49270,1,pgd,7,7,5,True,True,0.03137257695198059,1.4012720584869385
train,1406,29080,1,cw,6,6,3,True,True,0.015003174543380737,0.5677655935287476
train,1407,44582,1,cw,0,0,6,True,True,0.010005414485931396,0.335396409034729
train,1408,20148,0,clean,6,6,6,True,False,0.0,0.0
train,1409,15093,0,clean,6,6,6,True,False,0.0,0.0
train,1410,21101,0,clean,7,7,7,True,False,0.0,0.0
train,1411,48243,0,clean,3,3,3,True,False,0.0,0.0
train,1412,43947,0,clean,0,0,0,True,False,0.0,0.0
train,1413,45981,0,clean,4,7,7,False,False,0.0,0.0
train,1414,14872,0,clean,8,8,8,True,False,0.0,0.0
train,1415,31520,0,clean,7,7,7,True,False,0.0,0.0
train,1416,10632,0,clean,5,5,5,True,False,0.0,0.0
train,1417,22477,0,clean,8,8,8,True,False,0.0,0.0
train,1418,34533,0,clean,1,1,1,True,False,0.0,0.0
train,1419,36539,0,clean,2,2,2,True,False,0.0,0.0
train,1420,26462,0,clean,3,3,3,True,False,0.0,0.0
train,1421,49061,0,clean,6,6,6,True,False,0.0,0.0
train,1422,3347,0,clean,0,0,0,True,False,0.0,0.0
train,1423,49106,0,clean,2,2,2,True,False,0.0,0.0
train,1424,20148,1,cw,6,6,2,True,True,0.00499996542930603,0.2152010053396225
train,1425,15093,1,pgd,6,6,3,True,True,0.03137260675430298,1.389461636543274
train,1426,21101,1,pgd,7,7,5,True,True,0.03137260675430298,1.4344159364700317
train,1427,48243,1,fgsm,3,3,7,True,True,0.03137257695198059,1.7384228706359863
train,1428,43947,1,cw,0,0,2,True,True,0.010003894567489624,0.30563560128211975
train,1429,45981,1,pgd,4,7,7,False,False,0.03137260675430298,1.3646844625473022
train,1430,14872,1,fgsm,8,8,2,True,True,0.03137260675430298,1.7388430833816528
train,1431,31520,1,pgd,7,7,5,True,True,0.03137260675430298,1.4431545734405518
train,1432,10632,1,fgsm,5,5,9,True,True,0.03137257695198059,1.7376619577407837
train,1433,22477,1,pgd,8,8,3,True,True,0.03137260675430298,1.3392776250839233
train,1434,34533,1,cw,1,1,9,True,True,0.00499996542930603,0.22255757451057434
train,1435,36539,1,cw,2,2,0,True,True,0.00499996542930603,0.22594185173511505
train,1436,26462,1,pgd,3,3,4,True,True,0.03137257695198059,1.3299217224121094
train,1437,49061,1,fgsm,6,6,3,True,True,0.03137257695198059,1.7388430833816528
train,1438,3347,1,cw,0,0,2,True,True,0.010006308555603027,0.3800830841064453
train,1439,49106,1,cw,2,2,4,True,True,0.01000639796257019,0.41557449102401733
train,1440,35457,0,clean,4,4,4,True,False,0.0,0.0
train,1441,23207,0,clean,5,3,3,False,False,0.0,0.0
train,1442,32979,0,clean,1,1,1,True,False,0.0,0.0
train,1443,3123,0,clean,8,8,8,True,False,0.0,0.0
train,1444,49160,0,clean,8,8,8,True,False,0.0,0.0
train,1445,8720,0,clean,4,4,4,True,False,0.0,0.0
train,1446,34092,0,clean,6,6,6,True,False,0.0,0.0
train,1447,24181,0,clean,7,7,7,True,False,0.0,0.0
train,1448,5324,0,clean,0,0,0,True,False,0.0,0.0
train,1449,17567,0,clean,3,3,3,True,False,0.0,0.0
train,1450,18518,0,clean,1,1,1,True,False,0.0,0.0
train,1451,37552,0,clean,9,9,9,True,False,0.0,0.0
train,1452,18492,0,clean,8,8,8,True,False,0.0,0.0
train,1453,36502,0,clean,2,3,3,False,False,0.0,0.0
train,1454,34553,0,clean,2,2,2,True,False,0.0,0.0
train,1455,46535,0,clean,6,6,6,True,False,0.0,0.0
train,1456,35457,1,cw,4,4,0,True,True,0.010004162788391113,0.3733120262622833
train,1457,23207,1,fgsm,5,3,3,False,False,0.03137260675430298,1.7388430833816528
train,1458,32979,1,fgsm,1,1,9,True,True,0.03137260675430298,1.7362630367279053
train,1459,3123,1,pgd,8,8,3,True,True,0.03137260675430298,1.4002079963684082
train,1460,49160,1,cw,8,8,0,True,True,0.010005861520767212,0.4019695520401001
train,1461,8720,1,pgd,4,4,3,True,True,0.03137257695198059,1.362328052520752
train,1462,34092,1,pgd,6,6,4,True,True,0.03137257695198059,1.4322243928909302
train,1463,24181,1,cw,7,7,3,True,True,0.00499996542930603,0.17893655598163605
train,1464,5324,1,pgd,0,0,2,True,True,0.03137260675430298,1.4186229705810547
train,1465,17567,1,fgsm,3,3,5,True,True,0.03137260675430298,1.7307450771331787
train,1466,18518,1,cw,1,1,8,True,True,0.00499996542930603,0.2141788750886917
train,1467,37552,1,fgsm,9,9,1,True,True,0.03137260675430298,1.7316111326217651
train,1468,18492,1,fgsm,8,8,8,True,False,0.03137257695198059,1.7282017469406128
train,1469,36502,1,pgd,2,3,3,False,False,0.03137260675430298,1.4093306064605713
train,1470,34553,1,cw,2,2,3,True,True,0.00499996542930603,0.2251194715499878
train,1471,46535,1,pgd,6,6,8,True,True,0.03137257695198059,1.2885695695877075
train,1472,30043,0,clean,9,9,9,True,False,0.0,0.0
train,1473,8090,0,clean,1,1,1,True,False,0.0,0.0
train,1474,17948,0,clean,0,0,0,True,False,0.0,0.0
train,1475,29949,0,clean,8,8,8,True,False,0.0,0.0
train,1476,40618,0,clean,0,0,0,True,False,0.0,0.0
train,1477,39891,0,clean,4,4,4,True,False,0.0,0.0
train,1478,41183,0,clean,9,9,9,True,False,0.0,0.0
train,1479,20118,0,clean,8,8,8,True,False,0.0,0.0
train,1480,7010,0,clean,9,9,9,True,False,0.0,0.0
train,1481,43904,0,clean,2,2,2,True,False,0.0,0.0
train,1482,22760,0,clean,8,8,8,True,False,0.0,0.0
train,1483,13069,0,clean,0,0,0,True,False,0.0,0.0
train,1484,46496,0,clean,3,3,3,True,False,0.0,0.0
train,1485,37356,0,clean,6,6,6,True,False,0.0,0.0
train,1486,3395,0,clean,2,2,2,True,False,0.0,0.0
train,1487,7745,0,clean,2,2,2,True,False,0.0,0.0
train,1488,30043,1,cw,9,9,1,True,True,0.04130840301513672,0.49297210574150085
train,1489,8090,1,pgd,1,1,8,True,True,0.03137260675430298,1.4128650426864624
train,1490,17948,1,cw,0,0,7,True,True,0.010006338357925415,0.3559282422065735
train,1491,29949,1,fgsm,8,8,8,True,False,0.03137260675430298,1.7388430833816528
train,1492,40618,1,pgd,0,0,2,True,True,0.03137260675430298,1.369413137435913
train,1493,39891,1,fgsm,4,4,7,True,True,0.03137257695198059,1.7388430833816528
train,1494,41183,1,pgd,9,9,8,True,True,0.03137260675430298,1.4146672487258911
train,1495,20118,1,pgd,8,8,0,True,True,0.03137260675430298,1.354071021080017
train,1496,7010,1,fgsm,9,9,1,True,True,0.03137260675430298,1.664866328239441
train,1497,43904,1,pgd,2,2,4,True,True,0.03137257695198059,1.3022360801696777
train,1498,22760,1,cw,8,8,0,True,True,0.01501879096031189,0.5072486996650696
train,1499,13069,1,fgsm,0,0,3,True,True,0.03137260675430298,1.7385777235031128
train,1500,46496,1,pgd,3,3,2,True,True,0.03137260675430298,1.3455464839935303
train,1501,37356,1,fgsm,6,6,5,True,True,0.03137257695198059,1.7366703748703003
train,1502,3395,1,fgsm,2,2,3,True,True,0.03137260675430298,1.7270535230636597
train,1503,7745,1,fgsm,2,2,9,True,True,0.03137260675430298,1.7360594272613525
train,1504,21449,0,clean,5,5,5,True,False,0.0,0.0
train,1505,21263,0,clean,8,8,8,True,False,0.0,0.0
train,1506,32837,0,clean,1,1,1,True,False,0.0,0.0
train,1507,1684,0,clean,0,0,0,True,False,0.0,0.0
train,1508,19461,0,clean,7,7,7,True,False,0.0,0.0
train,1509,37148,0,clean,8,8,8,True,False,0.0,0.0
train,1510,41704,0,clean,7,7,7,True,False,0.0,0.0
train,1511,4299,0,clean,1,1,1,True,False,0.0,0.0
train,1512,47371,0,clean,2,2,2,True,False,0.0,0.0
train,1513,35512,0,clean,7,7,7,True,False,0.0,0.0
train,1514,24660,0,clean,6,6,6,True,False,0.0,0.0
train,1515,28839,0,clean,3,3,3,True,False,0.0,0.0
train,1516,5800,0,clean,3,3,3,True,False,0.0,0.0
train,1517,29782,0,clean,8,8,8,True,False,0.0,0.0
train,1518,48630,0,clean,5,5,5,True,False,0.0,0.0
train,1519,26364,0,clean,6,6,6,True,False,0.0,0.0
train,1520,21449,1,cw,5,5,3,True,True,0.00499996542930603,0.21823440492153168
train,1521,21263,1,fgsm,8,8,0,True,True,0.03137260675430298,1.7388430833816528
train,1522,32837,1,pgd,1,1,8,True,True,0.03137260675430298,1.3878459930419922
train,1523,1684,1,pgd,0,0,8,True,True,0.03137260675430298,1.330504298210144
train,1524,19461,1,cw,7,7,5,True,True,0.00499996542930603,0.23192082345485687
train,1525,37148,1,cw,8,8,9,True,True,0.010006219148635864,0.4021012485027313
train,1526,41704,1,fgsm,7,7,4,True,True,0.03137260675430298,1.7252851724624634
train,1527,4299,1,pgd,1,1,9,True,True,0.03137260675430298,1.3895989656448364
train,1528,47371,1,pgd,2,2,4,True,True,0.03137257695198059,1.287390112876892
train,1529,35512,1,fgsm,7,7,5,True,True,0.03137260675430298,1.7332090139389038
train,1530,24660,1,pgd,6,6,3,True,True,0.03137260675430298,1.3916070461273193
train,1531,28839,1,cw,3,3,2,True,True,0.00499996542930603,0.19010207056999207
train,1532,5800,1,pgd,3,3,5,True,True,0.03137257695198059,1.3918405771255493
train,1533,29782,1,fgsm,8,8,8,True,False,0.03137260675430298,1.7388430833816528
train,1534,48630,1,cw,5,5,4,True,True,0.00499996542930603,0.19245965778827667
train,1535,26364,1,cw,6,6,3,True,True,0.00499996542930603,0.20231904089450836
train,1536,6387,0,clean,4,4,4,True,False,0.0,0.0
train,1537,4583,0,clean,2,2,2,True,False,0.0,0.0
train,1538,49768,0,clean,1,1,1,True,False,0.0,0.0
train,1539,12351,0,clean,8,8,8,True,False,0.0,0.0
train,1540,25876,0,clean,7,7,7,True,False,0.0,0.0
train,1541,28445,0,clean,6,6,6,True,False,0.0,0.0
train,1542,30101,0,clean,0,0,0,True,False,0.0,0.0
train,1543,29303,0,clean,2,2,2,True,False,0.0,0.0
train,1544,39144,0,clean,7,7,7,True,False,0.0,0.0
train,1545,20662,0,clean,8,8,8,True,False,0.0,0.0
train,1546,2365,0,clean,0,0,0,True,False,0.0,0.0
train,1547,25831,0,clean,2,2,2,True,False,0.0,0.0
train,1548,4924,0,clean,4,4,4,True,False,0.0,0.0
train,1549,16896,0,clean,5,5,5,True,False,0.0,0.0
train,1550,36913,0,clean,6,6,6,True,False,0.0,0.0
train,1551,48172,0,clean,4,4,4,True,False,0.0,0.0
train,1552,6387,1,pgd,4,4,2,True,True,0.03137260675430298,1.3614028692245483
train,1553,4583,1,cw,2,2,3,True,True,0.00499996542930603,0.25517264008522034
train,1554,49768,1,cw,1,1,9,True,True,0.010006040334701538,0.39163556694984436
train,1555,12351,1,pgd,8,8,3,True,True,0.03137260675430298,1.3412147760391235
train,1556,25876,1,fgsm,7,7,5,True,True,0.03137257695198059,1.7366749048233032
train,1557,28445,1,cw,6,6,2,True,True,0.00499996542930603,0.23097094893455505
train,1558,30101,1,fgsm,0,0,2,True,True,0.03137260675430298,1.7266974449157715
train,1559,29303,1,pgd,2,2,4,True,True,0.03137257695198059,1.3442411422729492
train,1560,39144,1,cw,7,7,5,True,True,0.00499996542930603,0.2585974335670471
train,1561,20662,1,fgsm,8,8,0,True,True,0.03137260675430298,1.7338833808898926
train,1562,2365,1,fgsm,0,0,9,True,True,0.03137257695198059,1.7348496913909912
train,1563,25831,1,fgsm,2,2,0,True,True,0.03137260675430298,1.7388430833816528
train,1564,4924,1,pgd,4,4,6,True,True,0.03137260675430298,1.4106948375701904
train,1565,16896,1,cw,5,5,6,True,True,0.00499996542930603,0.20397624373435974
train,1566,36913,1,pgd,6,6,3,True,True,0.03137257695198059,1.3678302764892578
train,1567,48172,1,cw,4,4,5,True,True,0.01000446081161499,0.3243173062801361
train,1568,8865,0,clean,2,2,2,True,False,0.0,0.0
train,1569,40379,0,clean,0,0,0,True,False,0.0,0.0
train,1570,26836,0,clean,5,5,5,True,False,0.0,0.0
train,1571,41709,0,clean,6,6,6,True,False,0.0,0.0
train,1572,28327,0,clean,2,2,2,True,False,0.0,0.0
train,1573,48193,0,clean,5,5,5,True,False,0.0,0.0
train,1574,47935,0,clean,2,2,2,True,False,0.0,0.0
train,1575,39711,0,clean,7,7,7,True,False,0.0,0.0
train,1576,44500,0,clean,0,0,0,True,False,0.0,0.0
train,1577,30725,0,clean,4,4,4,True,False,0.0,0.0
train,1578,46642,0,clean,2,2,2,True,False,0.0,0.0
train,1579,37984,0,clean,0,0,0,True,False,0.0,0.0
train,1580,663,0,clean,0,0,0,True,False,0.0,0.0
train,1581,10562,0,clean,7,7,7,True,False,0.0,0.0
train,1582,48052,0,clean,3,3,3,True,False,0.0,0.0
train,1583,33285,0,clean,1,1,1,True,False,0.0,0.0
train,1584,8865,1,cw,2,2,4,True,True,0.00499996542930603,0.2545255124568939
train,1585,40379,1,cw,0,0,2,True,True,0.00499996542930603,0.2301192432641983
train,1586,26836,1,pgd,5,5,3,True,True,0.03137260675430298,1.4331640005111694
train,1587,41709,1,fgsm,6,6,4,True,True,0.03137260675430298,1.7074862718582153
train,1588,28327,1,fgsm,2,2,3,True,True,0.03137257695198059,1.738564372062683
train,1589,48193,1,cw,5,5,3,True,True,0.014994829893112183,0.48617544770240784
train,1590,47935,1,cw,2,2,4,True,True,0.014993488788604736,0.5808913707733154
train,1591,39711,1,pgd,7,7,9,True,True,0.03137260675430298,1.4099453687667847
train,1592,44500,1,fgsm,0,0,2,True,True,0.03137257695198059,1.7388430833816528
train,1593,30725,1,cw,4,4,7,True,True,0.00499996542930603,0.21934013068675995
train,1594,46642,1,cw,2,2,4,True,True,0.00499996542930603,0.2423969805240631
train,1595,37984,1,pgd,0,0,2,True,True,0.03137260675430298,1.4112803936004639
train,1596,663,1,pgd,0,0,8,True,True,0.03137260675430298,1.3893195390701294
train,1597,10562,1,pgd,7,7,5,True,True,0.03137260675430298,1.4601609706878662
train,1598,48052,1,pgd,3,3,0,True,True,0.03137260675430298,1.2967720031738281
train,1599,33285,1,cw,1,1,9,True,True,0.00499996542930603,0.23757705092430115
train,1600,16040,0,clean,7,7,7,True,False,0.0,0.0
train,1601,46188,0,clean,6,6,6,True,False,0.0,0.0
train,1602,27202,0,clean,0,0,0,True,False,0.0,0.0
train,1603,27368,0,clean,2,2,2,True,False,0.0,0.0
train,1604,7673,0,clean,1,1,1,True,False,0.0,0.0
train,1605,13232,0,clean,2,2,2,True,False,0.0,0.0
train,1606,15527,0,clean,5,3,3,False,False,0.0,0.0
train,1607,48671,0,clean,0,0,0,True,False,0.0,0.0
train,1608,31333,0,clean,2,2,2,True,False,0.0,0.0
train,1609,7616,0,clean,2,2,2,True,False,0.0,0.0
train,1610,28522,0,clean,4,4,4,True,False,0.0,0.0
train,1611,12667,0,clean,2,2,2,True,False,0.0,0.0
train,1612,4316,0,clean,5,5,5,True,False,0.0,0.0
train,1613,15126,0,clean,4,4,4,True,False,0.0,0.0
train,1614,18197,0,clean,4,4,4,True,False,0.0,0.0
train,1615,22325,0,clean,7,7,7,True,False,0.0,0.0
train,1616,16040,1,cw,7,7,5,True,True,0.00499996542930603,0.24660399556159973
train,1617,46188,1,pgd,6,6,4,True,True,0.03137257695198059,1.3983798027038574
train,1618,27202,1,cw,0,0,2,True,True,0.00499996542930603,0.11983221024274826
train,1619,27368,1,cw,2,2,5,True,True,0.010005921125411987,0.36982062458992004
train,1620,7673,1,pgd,1,1,9,True,True,0.03137260675430298,1.3781324625015259
train,1621,13232,1,cw,2,2,8,True,True,0.01000627875328064,0.28956419229507446
train,1622,15527,1,fgsm,5,3,3,False,False,0.03137260675430298,1.738776683807373
train,1623,48671,1,cw,0,0,3,True,True,0.00499996542930603,0.23232805728912354
train,1624,31333,1,cw,2,2,0,True,True,0.00499996542930603,0.13036562502384186
train,1625,7616,1,cw,2,2,0,True,True,0.00499996542930603,0.269187331199646
train,1626,28522,1,fgsm,4,4,5,True,True,0.03137260675430298,1.6963717937469482
train,1627,12667,1,cw,2,2,3,True,True,0.00499996542930603,0.2475326657295227
train,1628,4316,1,cw,5,5,3,True,True,0.010005921125411987,0.35329288244247437
train,1629,15126,1,pgd,4,4,0,True,True,0.03137260675430298,1.4025757312774658
train,1630,18197,1,cw,4,4,6,True,True,0.00499996542930603,0.23851463198661804
train,1631,22325,1,cw,7,7,5,True,True,0.00499996542930603,0.2355736494064331
train,1632,1368,0,clean,3,3,3,True,False,0.0,0.0
train,1633,42140,0,clean,9,9,9,True,False,0.0,0.0
train,1634,44387,0,clean,6,6,6,True,False,0.0,0.0
train,1635,40270,0,clean,8,8,8,True,False,0.0,0.0
train,1636,8946,0,clean,7,7,7,True,False,0.0,0.0
train,1637,32088,0,clean,4,4,4,True,False,0.0,0.0
train,1638,39697,0,clean,6,6,6,True,False,0.0,0.0
train,1639,49667,0,clean,6,6,6,True,False,0.0,0.0
train,1640,39223,0,clean,0,0,0,True,False,0.0,0.0
train,1641,30499,0,clean,4,4,4,True,False,0.0,0.0
train,1642,18014,0,clean,4,4,4,True,False,0.0,0.0
train,1643,42182,0,clean,8,8,8,True,False,0.0,0.0
train,1644,16666,0,clean,7,7,7,True,False,0.0,0.0
train,1645,34798,0,clean,6,6,6,True,False,0.0,0.0
train,1646,21628,0,clean,9,9,9,True,False,0.0,0.0
train,1647,23449,0,clean,0,0,0,True,False,0.0,0.0
train,1648,1368,1,cw,3,3,5,True,True,0.00499996542930603,0.21035222709178925
train,1649,42140,1,fgsm,9,9,1,True,True,0.03137260675430298,1.730727195739746
train,1650,44387,1,cw,6,6,3,True,True,0.00499996542930603,0.206294447183609
train,1651,40270,1,fgsm,8,8,8,True,False,0.03137260675430298,1.7388430833816528
train,1652,8946,1,fgsm,7,7,9,True,True,0.03137260675430298,1.7388430833816528
train,1653,32088,1,pgd,4,4,2,True,True,0.03137260675430298,1.37738835811615
train,1654,39697,1,fgsm,6,6,3,True,True,0.03137260675430298,1.7344685792922974
train,1655,49667,1,cw,6,6,3,True,True,0.010005682706832886,0.4138972759246826
train,1656,39223,1,fgsm,0,0,4,True,True,0.03137257695198059,1.7388430833816528
train,1657,30499,1,fgsm,4,4,6,True,True,0.03137257695198059,1.7365731000900269
train,1658,18014,1,fgsm,4,4,7,True,True,0.03137260675430298,1.7388430833816528
train,1659,42182,1,cw,8,8,2,True,True,0.010005980730056763,0.38806024193763733
train,1660,16666,1,cw,7,7,2,True,True,0.010006070137023926,0.3571746349334717
train,1661,34798,1,pgd,6,6,3,True,True,0.03137257695198059,1.3889648914337158
train,1662,21628,1,fgsm,9,9,1,True,True,0.03137260675430298,1.7230017185211182
train,1663,23449,1,cw,0,0,2,True,True,0.010005861520767212,0.2645498812198639
train,1664,40674,0,clean,4,4,4,True,False,0.0,0.0
train,1665,2366,0,clean,7,7,7,True,False,0.0,0.0
train,1666,48454,0,clean,5,5,5,True,False,0.0,0.0
train,1667,26284,0,clean,9,9,9,True,False,0.0,0.0
train,1668,11466,0,clean,6,6,6,True,False,0.0,0.0
train,1669,14993,0,clean,3,3,3,True,False,0.0,0.0
train,1670,6549,0,clean,2,2,2,True,False,0.0,0.0
train,1671,30547,0,clean,4,4,4,True,False,0.0,0.0
train,1672,48822,0,clean,5,5,5,True,False,0.0,0.0
train,1673,48476,0,clean,0,0,0,True,False,0.0,0.0
train,1674,23700,0,clean,3,3,3,True,False,0.0,0.0
train,1675,34260,0,clean,7,7,7,True,False,0.0,0.0
train,1676,3892,0,clean,6,6,6,True,False,0.0,0.0
train,1677,43213,0,clean,5,5,5,True,False,0.0,0.0
train,1678,17909,0,clean,3,3,3,True,False,0.0,0.0
train,1679,19327,0,clean,3,3,3,True,False,0.0,0.0
train,1680,40674,1,fgsm,4,4,3,True,True,0.03137257695198059,1.7370734214782715
train,1681,2366,1,pgd,7,7,4,True,True,0.03137260675430298,1.397847056388855
train,1682,48454,1,pgd,5,5,4,True,True,0.03137257695198059,1.3636417388916016
train,1683,26284,1,fgsm,9,9,1,True,True,0.03137260675430298,1.7349737882614136
train,1684,11466,1,pgd,6,6,1,True,True,0.03137260675430298,1.4533371925354004
train,1685,14993,1,fgsm,3,3,2,True,True,0.03137260675430298,1.7388430833816528
